Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_118_193,VPWR,li1,94.9900,334.5600,1.799637
FILLER_118_184,VPWR,li1,90.3900,334.5600,1.799648
FILLER_118_178,VPWR,li1,88.7800,334.5600,1.799648
FILLER_118_166,VPWR,li1,84.6400,334.5600,1.799655
FILLER_118_152,VPWR,li1,77.2800,334.5600,1.799670
FILLER_118_145,VPWR,li1,72.4500,334.5600,1.799681
FILLER_118_141,VPWR,li1,71.3000,334.5600,1.799681
FILLER_118_139,VPWR,li1,69.6900,334.5600,1.799687
FILLER_118_135,VPWR,li1,68.5400,334.5600,1.799687
FILLER_118_123,VPWR,li1,64.8600,334.5600,1.799695
FILLER_118_114,VPWR,li1,58.1900,334.5600,1.799711
FILLER_118_106,VPWR,li1,56.1200,334.5600,1.799717
FILLER_118_85,VPWR,li1,45.3100,334.5600,1.799757
FILLER_118_80,VPWR,li1,43.2400,334.5600,1.799773
FILLER_118_54,VPWR,li1,30.5900,334.5600,1.799859
FILLER_118_27,VPWR,li1,18.1700,334.5600,1.799924
FILLER_118_15,VPWR,li1,15.1800,334.5600,1.799924
FILLER_118_3,VPWR,li1,9.6600,334.5600,1.799924
FILLER_117_1086,VPWR,li1,505.5400,329.1200,1.799949
FILLER_117_1063,VPWR,li1,494.7300,329.1200,1.799952
FILLER_117_1051,VPWR,li1,491.7400,329.1200,1.799953
FILLER_117_1039,VPWR,li1,486.2200,329.1200,1.799958
FILLER_117_1019,VPWR,li1,474.4900,329.1200,1.799935
FILLER_117_1015,VPWR,li1,473.3400,329.1200,1.799935
FILLER_117_1000,VPWR,li1,465.7500,329.1200,1.799905
FILLER_117_994,VPWR,li1,464.1400,329.1200,1.799905
FILLER_117_987,VPWR,li1,460.0000,329.1200,1.799888
FILLER_117_968,VPWR,li1,451.4900,329.1200,1.799866
FILLER_117_926,VPWR,li1,431.7100,329.1200,1.799822
FILLER_117_922,VPWR,li1,430.5600,329.1200,1.799820
FILLER_117_892,VPWR,li1,416.7600,329.1200,1.799807
FILLER_117_880,VPWR,li1,413.0800,329.1200,1.799805
FILLER_117_865,VPWR,li1,404.8000,329.1200,1.799800
FILLER_117_853,VPWR,li1,400.6600,329.1200,1.799799
FILLER_117_841,VPWR,li1,395.1400,329.1200,1.799796
FILLER_117_834,VPWR,li1,390.5400,329.1200,1.799793
FILLER_117_809,VPWR,li1,377.8900,329.1200,1.799786
FILLER_117_781,VPWR,li1,365.4700,329.1200,1.799786
FILLER_117_733,VPWR,li1,342.9300,329.1200,1.799802
FILLER_117_729,VPWR,li1,341.7800,329.1200,1.799805
FILLER_117_720,VPWR,li1,336.9500,329.1200,1.799828
FILLER_117_716,VPWR,li1,335.8000,329.1200,1.799828
FILLER_117_698,VPWR,li1,326.8300,329.1200,1.799866
FILLER_117_673,VPWR,li1,315.3300,329.1200,1.799810
FILLER_117_643,VPWR,li1,302.2200,329.1200,1.799762
FILLER_117_635,VPWR,li1,297.8500,329.1200,1.799749
FILLER_117_631,VPWR,li1,296.7000,329.1200,1.799741
FILLER_117_613,VPWR,li1,288.1900,329.1200,1.799719
FILLER_117_601,VPWR,li1,282.6700,329.1200,1.799702
FILLER_117_593,VPWR,li1,280.1400,329.1200,1.799696
FILLER_117_587,VPWR,li1,275.7700,329.1200,1.799685
FILLER_117_579,VPWR,li1,273.7000,329.1200,1.799680
FILLER_117_567,VPWR,li1,269.1000,329.1200,1.799666
FILLER_117_558,VPWR,li1,262.6600,329.1200,1.799653
FILLER_117_551,VPWR,li1,259.2100,329.1200,1.799645
FILLER_117_547,VPWR,li1,258.0600,329.1200,1.799640
FILLER_117_505,VPWR,li1,238.0500,329.1200,1.799606
FILLER_117_493,VPWR,li1,233.2200,329.1200,1.799600
FILLER_117_485,VPWR,li1,228.8500,329.1200,1.799592
FILLER_117_481,VPWR,li1,227.7000,329.1200,1.799592
FILLER_117_469,VPWR,li1,224.0200,329.1200,1.799587
FILLER_117_408,VPWR,li1,193.4300,329.1200,1.799730
FILLER_117_402,VPWR,li1,191.8200,329.1200,1.799730
FILLER_117_389,VPWR,li1,185.1500,329.1200,1.799777
FILLER_117_362,VPWR,li1,172.9600,329.1200,1.799838
FILLER_117_335,VPWR,li1,159.8500,329.1200,1.799785
FILLER_117_331,VPWR,li1,158.7000,329.1200,1.799785
FILLER_117_319,VPWR,li1,155.0200,329.1200,1.799769
FILLER_117_306,VPWR,li1,146.9700,329.1200,1.799746
FILLER_117_297,VPWR,li1,142.3700,329.1200,1.799732
FILLER_117_281,VPWR,li1,135.2400,329.1200,1.799706
FILLER_117_225,VPWR,li1,110.4000,329.1200,1.799660
FILLER_117_198,VPWR,li1,97.0600,329.1200,1.799662
FILLER_117_188,VPWR,li1,92.2300,329.1200,1.799664
FILLER_117_169,VPWR,li1,83.9500,329.1200,1.799676
FILLER_117_165,VPWR,li1,82.1100,329.1200,1.799680
FILLER_117_154,VPWR,li1,77.0500,329.1200,1.799691
FILLER_117_130,VPWR,li1,65.5500,329.1200,1.799721
FILLER_117_110,VPWR,li1,56.5800,329.1200,1.799757
FILLER_117_82,VPWR,li1,44.1600,329.1200,1.799813
FILLER_117_73,VPWR,li1,39.3300,329.1200,1.799848
FILLER_117_54,VPWR,li1,30.8200,329.1200,1.799886
FILLER_117_43,VPWR,li1,25.9900,329.1200,1.799922
FILLER_117_24,VPWR,li1,17.2500,329.1200,1.799940
FILLER_117_16,VPWR,li1,14.7200,329.1200,1.799940
FILLER_117_6,VPWR,li1,9.2000,329.1200,1.799940
FILLER_116_1087,VPWR,li1,505.7700,329.1200,1.799949
FILLER_116_1079,VPWR,li1,503.7000,329.1200,1.799949
FILLER_116_1063,VPWR,li1,495.1900,329.1200,1.799952
FILLER_116_1051,VPWR,li1,491.7400,329.1200,1.799953
FILLER_116_1037,VPWR,li1,483.0000,329.1200,1.799960
FILLER_116_1033,VPWR,li1,481.3900,329.1200,1.799960
FILLER_116_1024,VPWR,li1,477.2500,329.1200,1.799943
FILLER_116_1012,VPWR,li1,473.8000,329.1200,1.799935
FILLER_116_989,VPWR,li1,460.6900,329.1200,1.799894
FILLER_116_981,VPWR,li1,458.6200,329.1200,1.799888
FILLER_116_979,VPWR,li1,456.0900,329.1200,1.799879
FILLER_116_971,VPWR,li1,454.0200,329.1200,1.799874
FILLER_116_959,VPWR,li1,446.8900,329.1200,1.799853
FILLER_116_951,VPWR,li1,444.8200,329.1200,1.799848
FILLER_116_935,VPWR,li1,435.8500,329.1200,1.799827
FILLER_116_931,VPWR,li1,434.7000,329.1200,1.799827
FILLER_116_920,VPWR,li1,429.6400,329.1200,1.799820
FILLER_116_895,VPWR,li1,417.4500,329.1200,1.799808
FILLER_116_877,VPWR,li1,409.4000,329.1200,1.799804
FILLER_116_855,VPWR,li1,400.2000,329.1200,1.799799
FILLER_116_843,VPWR,li1,396.0600,329.1200,1.799796
FILLER_116_819,VPWR,li1,382.9500,329.1200,1.799789
FILLER_116_811,VPWR,li1,378.8100,329.1200,1.799786
FILLER_116_807,VPWR,li1,377.6600,329.1200,1.799786
FILLER_116_780,VPWR,li1,366.1600,329.1200,1.799786
FILLER_116_772,VPWR,li1,360.8700,329.1200,1.799788
FILLER_116_766,VPWR,li1,359.2600,329.1200,1.799788
FILLER_116_750,VPWR,li1,351.9000,329.1200,1.799792
FILLER_116_740,VPWR,li1,346.1500,329.1200,1.799797
FILLER_116_734,VPWR,li1,344.5400,329.1200,1.799802
FILLER_116_713,VPWR,li1,333.7300,329.1200,1.799848
FILLER_116_701,VPWR,li1,330.7400,329.1200,1.799877
FILLER_116_698,VPWR,li1,327.0600,329.1200,1.799866
FILLER_116_682,VPWR,li1,319.7000,329.1200,1.799831
FILLER_116_640,VPWR,li1,300.8400,329.1200,1.799755
FILLER_116_628,VPWR,li1,295.3200,329.1200,1.799741
FILLER_116_597,VPWR,li1,280.3700,329.1200,1.799696
FILLER_116_587,VPWR,li1,275.7700,329.1200,1.799685
FILLER_116_583,VPWR,li1,274.6200,329.1200,1.799680
FILLER_116_573,VPWR,li1,269.3300,329.1200,1.799666
FILLER_116_569,VPWR,li1,268.1800,329.1200,1.799666
FILLER_116_545,VPWR,li1,256.4500,329.1200,1.799640
FILLER_116_533,VPWR,li1,253.4600,329.1200,1.799635
FILLER_116_528,VPWR,li1,249.3200,329.1200,1.799626
FILLER_116_503,VPWR,li1,237.1300,329.1200,1.799603
FILLER_116_499,VPWR,li1,235.9800,329.1200,1.799603
FILLER_116_481,VPWR,li1,227.0100,329.1200,1.799590
FILLER_116_477,VPWR,li1,225.8600,329.1200,1.799590
FILLER_116_475,VPWR,li1,224.2500,329.1200,1.799587
FILLER_116_430,VPWR,li1,204.0100,329.1200,1.799648
FILLER_116_419,VPWR,li1,198.4900,329.1200,1.799694
FILLER_116_413,VPWR,li1,196.8800,329.1200,1.799694
FILLER_116_401,VPWR,li1,192.7400,329.1200,1.799730
FILLER_116_389,VPWR,li1,187.2200,329.1200,1.799762
FILLER_116_377,VPWR,li1,181.7000,329.1200,1.799807
FILLER_116_365,VPWR,li1,173.6500,329.1200,1.799838
FILLER_116_356,VPWR,li1,171.1200,329.1200,1.799826
FILLER_116_347,VPWR,li1,165.3700,329.1200,1.799802
FILLER_116_341,VPWR,li1,163.7600,329.1200,1.799802
FILLER_116_321,VPWR,li1,153.8700,329.1200,1.799769
FILLER_116_296,VPWR,li1,142.3700,329.1200,1.799732
FILLER_116_287,VPWR,li1,137.7700,329.1200,1.799714
FILLER_116_283,VPWR,li1,136.6200,329.1200,1.799714
FILLER_116_273,VPWR,li1,131.3300,329.1200,1.799699
FILLER_116_253,VPWR,li1,122.8200,329.1200,1.799676
FILLER_116_251,VPWR,li1,121.2100,329.1200,1.799673
FILLER_116_245,VPWR,li1,119.6000,329.1200,1.799673
FILLER_116_226,VPWR,li1,110.1700,329.1200,1.799660
FILLER_116_206,VPWR,li1,101.2000,329.1200,1.799659
FILLER_116_179,VPWR,li1,88.0900,329.1200,1.799669
FILLER_116_159,VPWR,li1,79.5800,329.1200,1.799685
FILLER_116_107,VPWR,li1,56.1200,329.1200,1.799757
FILLER_116_85,VPWR,li1,45.3100,329.1200,1.799813
FILLER_116_74,VPWR,li1,40.0200,329.1200,1.799835
FILLER_116_66,VPWR,li1,37.7200,329.1200,1.799848
FILLER_116_50,VPWR,li1,28.7500,329.1200,1.799899
FILLER_116_41,VPWR,li1,24.8400,329.1200,1.799922
FILLER_116_29,VPWR,li1,21.6200,329.1200,1.799941
FILLER_116_26,VPWR,li1,17.9400,329.1200,1.799940
FILLER_115_1085,VPWR,li1,505.3100,323.6800,1.799948
FILLER_115_1077,VPWR,li1,501.6300,323.6800,1.799948
FILLER_115_1065,VPWR,li1,498.1800,323.6800,1.799949
FILLER_115_1061,VPWR,li1,494.2700,323.6800,1.799949
FILLER_115_1049,VPWR,li1,490.8200,323.6800,1.799950
FILLER_115_1041,VPWR,li1,484.8400,323.6800,1.799951
FILLER_115_1021,VPWR,li1,477.0200,323.6800,1.799924
FILLER_115_1009,VPWR,li1,472.4200,323.6800,1.799900
FILLER_115_1005,VPWR,li1,468.5100,323.6800,1.799879
FILLER_115_993,VPWR,li1,465.0600,323.6800,1.799865
FILLER_115_972,VPWR,li1,452.8700,323.6800,1.799815
FILLER_115_960,VPWR,li1,449.8800,323.6800,1.799799
FILLER_115_951,VPWR,li1,443.2100,323.6800,1.799778
FILLER_115_939,VPWR,li1,438.3800,323.6800,1.799760
FILLER_115_923,VPWR,li1,430.5600,323.6800,1.799732
FILLER_115_909,VPWR,li1,424.3500,323.6800,1.799724
FILLER_115_897,VPWR,li1,420.9000,323.6800,1.799724
FILLER_115_895,VPWR,li1,417.4500,323.6800,1.799724
FILLER_115_849,VPWR,li1,396.5200,323.6800,1.799741
FILLER_115_828,VPWR,li1,387.7800,323.6800,1.799757
FILLER_115_817,VPWR,li1,381.8000,323.6800,1.799768
FILLER_115_809,VPWR,li1,379.5000,323.6800,1.799774
FILLER_115_797,VPWR,li1,374.9000,323.6800,1.799785
FILLER_115_785,VPWR,li1,369.3800,323.6800,1.799801
FILLER_115_781,VPWR,li1,365.4700,323.6800,1.799808
FILLER_115_769,VPWR,li1,362.0200,323.6800,1.799816
FILLER_115_757,VPWR,li1,356.5000,323.6800,1.799832
FILLER_115_745,VPWR,li1,350.9800,323.6800,1.799843
FILLER_115_725,VPWR,li1,339.7100,323.6800,1.799870
FILLER_115_712,VPWR,li1,333.5000,323.6800,1.799888
FILLER_115_697,VPWR,li1,327.5200,323.6800,1.799912
FILLER_115_685,VPWR,li1,323.3800,323.6800,1.799888
FILLER_115_673,VPWR,li1,317.8600,323.6800,1.799868
FILLER_115_671,VPWR,li1,314.4100,323.6800,1.799845
FILLER_115_592,VPWR,li1,278.0700,323.6800,1.799730
FILLER_115_567,VPWR,li1,266.8000,323.6800,1.799715
FILLER_115_556,VPWR,li1,262.2000,323.6800,1.799713
FILLER_115_539,VPWR,li1,253.6900,323.6800,1.799713
FILLER_115_533,VPWR,li1,252.0800,323.6800,1.799715
FILLER_115_521,VPWR,li1,247.9400,323.6800,1.799717
FILLER_115_509,VPWR,li1,239.8900,323.6800,1.799727
FILLER_115_505,VPWR,li1,238.7400,323.6800,1.799727
FILLER_115_503,VPWR,li1,237.1300,323.6800,1.799731
FILLER_115_499,VPWR,li1,235.9800,323.6800,1.799731
FILLER_115_472,VPWR,li1,223.3300,323.6800,1.799753
FILLER_115_445,VPWR,li1,210.9100,323.6800,1.799787
FILLER_115_433,VPWR,li1,207.4600,323.6800,1.799792
FILLER_115_422,VPWR,li1,200.3300,323.6800,1.799814
FILLER_115_397,VPWR,li1,188.3700,323.6800,1.799844
FILLER_115_393,VPWR,li1,187.2200,323.6800,1.799851
FILLER_115_375,VPWR,li1,178.2500,323.6800,1.799873
FILLER_115_354,VPWR,li1,171.1200,323.6800,1.799845
FILLER_115_334,VPWR,li1,159.6200,323.6800,1.799752
FILLER_115_290,VPWR,li1,140.3000,323.6800,1.799614
FILLER_115_252,VPWR,li1,123.2800,323.6800,1.799529
FILLER_115_233,VPWR,li1,113.1600,323.6800,1.799476
FILLER_115_223,VPWR,li1,108.3300,323.6800,1.799446
FILLER_115_219,VPWR,li1,107.1800,323.6800,1.799446
FILLER_115_208,VPWR,li1,101.8900,323.6800,1.799419
FILLER_115_191,VPWR,li1,93.6100,323.6800,1.799429
FILLER_115_187,VPWR,li1,92.4600,323.6800,1.799429
FILLER_115_141,VPWR,li1,71.0700,323.6800,1.799465
FILLER_115_85,VPWR,li1,45.0800,323.6800,1.799673
FILLER_115_65,VPWR,li1,36.8000,323.6800,1.799736
FILLER_115_53,VPWR,li1,30.5900,323.6800,1.799797
FILLER_115_43,VPWR,li1,25.5300,323.6800,1.799863
FILLER_115_37,VPWR,li1,23.9200,323.6800,1.799863
FILLER_115_25,VPWR,li1,19.7800,323.6800,1.799882
FILLER_115_7,VPWR,li1,9.2000,323.6800,1.799873
FILLER_114_1087,VPWR,li1,506.0000,323.6800,1.799948
FILLER_114_1079,VPWR,li1,503.7000,323.6800,1.799948
FILLER_114_1072,VPWR,li1,498.8700,323.6800,1.799948
FILLER_114_1064,VPWR,li1,496.8000,323.6800,1.799949
FILLER_114_1054,VPWR,li1,491.2800,323.6800,1.799950
FILLER_114_1042,VPWR,li1,487.6000,323.6800,1.799950
FILLER_114_1030,VPWR,li1,480.7000,323.6800,1.799941
FILLER_114_1018,VPWR,li1,476.5600,323.6800,1.799924
FILLER_114_1012,VPWR,li1,471.2700,323.6800,1.799900
FILLER_114_1006,VPWR,li1,469.6600,323.6800,1.799891
FILLER_114_999,VPWR,li1,465.2900,323.6800,1.799865
FILLER_114_993,VPWR,li1,463.6800,323.6800,1.799865
FILLER_114_981,VPWR,li1,459.5400,323.6800,1.799845
FILLER_114_979,VPWR,li1,456.0900,323.6800,1.799826
FILLER_114_975,VPWR,li1,454.9400,323.6800,1.799826
FILLER_114_936,VPWR,li1,437.4600,323.6800,1.799752
FILLER_114_925,VPWR,li1,431.7100,323.6800,1.799738
FILLER_114_921,VPWR,li1,429.8700,323.6800,1.799732
FILLER_114_898,VPWR,li1,420.4400,323.6800,1.799724
FILLER_114_866,VPWR,li1,404.3400,323.6800,1.799730
FILLER_114_856,VPWR,li1,399.5100,323.6800,1.799736
FILLER_114_838,VPWR,li1,391.2300,323.6800,1.799754
FILLER_114_811,VPWR,li1,378.8100,323.6800,1.799778
FILLER_114_807,VPWR,li1,377.6600,323.6800,1.799778
FILLER_114_788,VPWR,li1,368.4600,323.6800,1.799801
FILLER_114_780,VPWR,li1,366.1600,323.6800,1.799808
FILLER_114_771,VPWR,li1,360.4100,323.6800,1.799824
FILLER_114_765,VPWR,li1,358.8000,323.6800,1.799824
FILLER_114_750,VPWR,li1,351.9000,323.6800,1.799843
FILLER_114_740,VPWR,li1,346.1500,323.6800,1.799858
FILLER_114_734,VPWR,li1,344.5400,323.6800,1.799858
FILLER_114_691,VPWR,li1,323.6100,323.6800,1.799888
FILLER_114_662,VPWR,li1,310.7300,323.6800,1.799835
FILLER_114_597,VPWR,li1,281.0600,323.6800,1.799735
FILLER_114_561,VPWR,li1,264.2700,323.6800,1.799713
FILLER_114_533,VPWR,li1,251.6200,323.6800,1.799715
FILLER_114_526,VPWR,li1,248.8600,323.6800,1.799717
FILLER_114_511,VPWR,li1,241.0400,323.6800,1.799724
FILLER_114_477,VPWR,li1,225.1700,323.6800,1.799748
FILLER_114_473,VPWR,li1,223.7900,323.6800,1.799753
FILLER_114_456,VPWR,li1,215.7400,323.6800,1.799772
FILLER_114_441,VPWR,li1,209.7600,323.6800,1.799787
FILLER_114_429,VPWR,li1,205.6200,323.6800,1.799797
FILLER_114_400,VPWR,li1,190.4400,323.6800,1.799836
FILLER_114_391,VPWR,li1,185.6100,323.6800,1.799851
FILLER_114_381,VPWR,li1,181.0100,323.6800,1.799867
FILLER_114_363,VPWR,li1,172.7300,323.6800,1.799860
FILLER_114_322,VPWR,li1,153.8700,323.6800,1.799700
FILLER_114_318,VPWR,li1,152.7200,323.6800,1.799700
FILLER_114_290,VPWR,li1,139.3800,323.6800,1.799614
FILLER_114_270,VPWR,li1,130.6400,323.6800,1.799566
FILLER_114_253,VPWR,li1,123.7400,323.6800,1.799529
FILLER_114_251,VPWR,li1,121.2100,323.6800,1.799518
FILLER_114_243,VPWR,li1,119.1400,323.6800,1.799507
FILLER_114_232,VPWR,li1,112.9300,323.6800,1.799476
FILLER_114_222,VPWR,li1,108.3300,323.6800,1.799446
FILLER_114_201,VPWR,li1,98.2100,323.6800,1.799422
FILLER_114_197,VPWR,li1,97.0600,323.6800,1.799422
FILLER_114_192,VPWR,li1,94.7600,323.6800,1.799425
FILLER_114_141,VPWR,li1,71.0700,323.6800,1.799465
FILLER_114_114,VPWR,li1,58.1900,323.6800,1.799541
FILLER_114_94,VPWR,li1,49.4500,323.6800,1.799618
FILLER_114_81,VPWR,li1,43.4700,323.6800,1.799673
FILLER_114_63,VPWR,li1,34.9600,323.6800,1.799754
FILLER_114_37,VPWR,li1,22.7700,323.6800,1.799885
FILLER_114_29,VPWR,li1,20.7000,323.6800,1.799882
FILLER_114_22,VPWR,li1,17.0200,323.6800,1.799879
FILLER_113_1084,VPWR,li1,506.0000,318.2400,1.799877
FILLER_113_1065,VPWR,li1,495.6500,318.2400,1.799877
FILLER_113_1060,VPWR,li1,494.0400,318.2400,1.799877
FILLER_113_1033,VPWR,li1,481.1600,318.2400,1.799854
FILLER_113_1025,VPWR,li1,478.8600,318.2400,1.799830
FILLER_113_1016,VPWR,li1,473.5700,318.2400,1.799775
FILLER_113_1000,VPWR,li1,467.3600,318.2400,1.799702
FILLER_113_989,VPWR,li1,461.3800,318.2400,1.799632
FILLER_113_935,VPWR,li1,435.8500,318.2400,1.799409
FILLER_113_931,VPWR,li1,434.7000,318.2400,1.799409
FILLER_113_905,VPWR,li1,422.0500,318.2400,1.799358
FILLER_113_895,VPWR,li1,417.4500,318.2400,1.799342
FILLER_113_865,VPWR,li1,403.6500,318.2400,1.799329
FILLER_113_780,VPWR,li1,365.2400,318.2400,1.799496
FILLER_113_762,VPWR,li1,356.2700,318.2400,1.799547
FILLER_113_729,VPWR,li1,342.2400,318.2400,1.799680
FILLER_113_722,VPWR,li1,339.0200,318.2400,1.799717
FILLER_113_694,VPWR,li1,325.4500,318.2400,1.799845
FILLER_113_673,VPWR,li1,315.5600,318.2400,1.799829
FILLER_113_641,VPWR,li1,300.6100,318.2400,1.799815
FILLER_113_617,VPWR,li1,289.8000,318.2400,1.799806
FILLER_113_615,VPWR,li1,288.6500,318.2400,1.799804
FILLER_113_609,VPWR,li1,287.0400,318.2400,1.799804
FILLER_113_599,VPWR,li1,281.2900,318.2400,1.799798
FILLER_113_591,VPWR,li1,279.2200,318.2400,1.799796
FILLER_113_579,VPWR,li1,274.6200,318.2400,1.799793
FILLER_113_568,VPWR,li1,267.2600,318.2400,1.799787
FILLER_113_541,VPWR,li1,254.8400,318.2400,1.799776
FILLER_113_513,VPWR,li1,241.9600,318.2400,1.799773
FILLER_113_503,VPWR,li1,237.1300,318.2400,1.799773
FILLER_113_465,VPWR,li1,220.8000,318.2400,1.799786
FILLER_113_433,VPWR,li1,206.0800,318.2400,1.799817
FILLER_113_402,VPWR,li1,191.8200,318.2400,1.799857
FILLER_113_375,VPWR,li1,178.2500,318.2400,1.799905
FILLER_113_371,VPWR,li1,177.1000,318.2400,1.799905
FILLER_113_353,VPWR,li1,168.3600,318.2400,1.799886
FILLER_113_323,VPWR,li1,155.0200,318.2400,1.799849
FILLER_113_311,VPWR,li1,151.3400,318.2400,1.799842
FILLER_113_293,VPWR,li1,140.9900,318.2400,1.799816
FILLER_113_281,VPWR,li1,137.5400,318.2400,1.799809
FILLER_113_272,VPWR,li1,132.4800,318.2400,1.799793
FILLER_113_263,VPWR,li1,126.7300,318.2400,1.799782
FILLER_113_250,VPWR,li1,121.4400,318.2400,1.799771
FILLER_113_241,VPWR,li1,116.6100,318.2400,1.799760
FILLER_113_237,VPWR,li1,115.4600,318.2400,1.799760
FILLER_113_225,VPWR,li1,109.7100,318.2400,1.799749
FILLER_113_223,VPWR,li1,108.3300,318.2400,1.799746
FILLER_113_219,VPWR,li1,107.1800,318.2400,1.799746
FILLER_113_196,VPWR,li1,97.0600,318.2400,1.799734
FILLER_113_185,VPWR,li1,91.5400,318.2400,1.799731
FILLER_113_165,VPWR,li1,82.1100,318.2400,1.799745
FILLER_113_153,VPWR,li1,76.8200,318.2400,1.799756
FILLER_113_128,VPWR,li1,64.8600,318.2400,1.799791
FILLER_113_120,VPWR,li1,62.5600,318.2400,1.799799
FILLER_113_108,VPWR,li1,56.1200,318.2400,1.799820
FILLER_113_100,VPWR,li1,51.7500,318.2400,1.799835
FILLER_113_94,VPWR,li1,50.1400,318.2400,1.799844
FILLER_113_61,VPWR,li1,33.8100,318.2400,1.799900
FILLER_113_57,VPWR,li1,32.6600,318.2400,1.799910
FILLER_113_55,VPWR,li1,31.0500,318.2400,1.799918
FILLER_113_26,VPWR,li1,18.4000,318.2400,1.799951
FILLER_113_7,VPWR,li1,8.9700,318.2400,1.799950
FILLER_113_3,VPWR,li1,7.8200,318.2400,1.799950
FILLER_112_1085,VPWR,li1,505.3100,318.2400,1.799877
FILLER_112_1077,VPWR,li1,502.7800,318.2400,1.799877
FILLER_112_1043,VPWR,li1,485.5300,318.2400,1.799879
FILLER_112_1035,VPWR,li1,481.8500,318.2400,1.799854
FILLER_112_1026,VPWR,li1,478.1700,318.2400,1.799830
FILLER_112_1007,VPWR,li1,469.4300,318.2400,1.799727
FILLER_112_995,VPWR,li1,463.9100,318.2400,1.799662
FILLER_112_978,VPWR,li1,455.8600,318.2400,1.799567
FILLER_112_952,VPWR,li1,443.6700,318.2400,1.799451
FILLER_112_946,VPWR,li1,442.0600,318.2400,1.799442
FILLER_112_929,VPWR,li1,433.0900,318.2400,1.799396
FILLER_112_925,VPWR,li1,431.9400,318.2400,1.799396
FILLER_112_920,VPWR,li1,429.6400,318.2400,1.799388
FILLER_112_887,VPWR,li1,415.3800,318.2400,1.799335
FILLER_112_869,VPWR,li1,405.7200,318.2400,1.799323
FILLER_112_866,VPWR,li1,404.3400,318.2400,1.799329
FILLER_112_852,VPWR,li1,397.6700,318.2400,1.799346
FILLER_112_822,VPWR,li1,385.0200,318.2400,1.799399
FILLER_112_755,VPWR,li1,353.0500,318.2400,1.799576
FILLER_112_751,VPWR,li1,351.9000,318.2400,1.799576
FILLER_112_709,VPWR,li1,331.8900,318.2400,1.799801
FILLER_112_657,VPWR,li1,308.2000,318.2400,1.799822
FILLER_112_645,VPWR,li1,303.1400,318.2400,1.799817
FILLER_112_629,VPWR,li1,295.5500,318.2400,1.799811
FILLER_112_617,VPWR,li1,292.1000,318.2400,1.799808
FILLER_112_600,VPWR,li1,281.7500,318.2400,1.799798
FILLER_112_596,VPWR,li1,280.6000,318.2400,1.799798
FILLER_112_561,VPWR,li1,263.8100,318.2400,1.799783
FILLER_112_557,VPWR,li1,262.6600,318.2400,1.799783
FILLER_112_523,VPWR,li1,246.3300,318.2400,1.799774
FILLER_112_519,VPWR,li1,245.1800,318.2400,1.799773
FILLER_112_501,VPWR,li1,236.4400,318.2400,1.799773
FILLER_112_475,VPWR,li1,224.2500,318.2400,1.799782
FILLER_112_471,VPWR,li1,223.1000,318.2400,1.799782
FILLER_112_437,VPWR,li1,207.0000,318.2400,1.799812
FILLER_112_429,VPWR,li1,204.7000,318.2400,1.799817
FILLER_112_402,VPWR,li1,190.6700,318.2400,1.799857
FILLER_112_365,VPWR,li1,174.8000,318.2400,1.799915
FILLER_112_363,VPWR,li1,172.7300,318.2400,1.799905
FILLER_112_355,VPWR,li1,170.6600,318.2400,1.799899
FILLER_112_329,VPWR,li1,157.3200,318.2400,1.799857
FILLER_112_317,VPWR,li1,154.1000,318.2400,1.799849
FILLER_112_306,VPWR,li1,146.7400,318.2400,1.799831
FILLER_112_289,VPWR,li1,138.6900,318.2400,1.799809
FILLER_112_277,VPWR,li1,135.7000,318.2400,1.799801
FILLER_112_251,VPWR,li1,121.2100,318.2400,1.799771
FILLER_112_247,VPWR,li1,120.0600,318.2400,1.799766
FILLER_112_221,VPWR,li1,107.4100,318.2400,1.799746
FILLER_112_215,VPWR,li1,105.8000,318.2400,1.799742
FILLER_112_197,VPWR,li1,96.6000,318.2400,1.799734
FILLER_112_195,VPWR,li1,95.4500,318.2400,1.799733
FILLER_112_189,VPWR,li1,93.8400,318.2400,1.799733
FILLER_112_181,VPWR,li1,89.0100,318.2400,1.799729
FILLER_112_171,VPWR,li1,84.8700,318.2400,1.799734
FILLER_112_159,VPWR,li1,78.8900,318.2400,1.799751
FILLER_112_153,VPWR,li1,77.2800,318.2400,1.799756
FILLER_112_139,VPWR,li1,69.6900,318.2400,1.799779
FILLER_112_135,VPWR,li1,68.5400,318.2400,1.799779
FILLER_112_123,VPWR,li1,64.8600,318.2400,1.799791
FILLER_112_112,VPWR,li1,57.7300,318.2400,1.799820
FILLER_112_92,VPWR,li1,48.7600,318.2400,1.799844
FILLER_112_81,VPWR,li1,43.4700,318.2400,1.799864
FILLER_112_58,VPWR,li1,34.0400,318.2400,1.799900
FILLER_112_46,VPWR,li1,29.4400,318.2400,1.799918
FILLER_112_34,VPWR,li1,23.9200,318.2400,1.799941
FILLER_112_24,VPWR,li1,17.4800,318.2400,1.799951
FILLER_112_12,VPWR,li1,13.8000,318.2400,1.799951
FILLER_111_1061,VPWR,li1,494.2700,312.8000,1.799951
FILLER_111_1054,VPWR,li1,490.5900,312.8000,1.799953
FILLER_111_1023,VPWR,li1,476.7900,312.8000,1.799928
FILLER_111_1009,VPWR,li1,469.8900,312.8000,1.799900
